Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
db2,business-systems,database,1,client-server,"tcp/50000,60000",has-known-vulnerability
huawei-dbank,general-internet,internet-utility,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
direct-connect,general-internet,file-sharing,5,peer-to-peer,tcp/any,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
dc-universe-online,media,gaming,1,client-server,"tcp/80,443,15081 udp/dynamic",has-known-vulnerability
dcc-antispam,general-internet,internet-utility,2,client-server,udp/6277,has-known-vulnerability pervasive-use
dccp,networking,ip-protocol,1,network-protocol,has-known-vulnerability
dcinside-base,collaboration,social-networking,3,browser-based,"tcp/80,443,8080",used-by-malware has-known-vulnerability pervasive-use
dcinside-posting,collaboration,web-posting,3,browser-based,tcp/80,used-by-malware has-known-vulnerability pervasive-use
dclink,business-systems,erp-crm,1,network-protocol,"tcp/6305,6800",
dcn-meas,networking,ip-protocol,1,network-protocol,
ddp,networking,ip-protocol,1,network-protocol,
ddx,networking,ip-protocol,1,network-protocol,
dealio-toolbar,general-internet,internet-utility,2,client-server,tcp/80,evasive-behavior pervasive-use
deepminer,general-internet,internet-utility,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
deezer,media,audio-streaming,3,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
dell-drac,networking,remote-access,2,client-server,"tcp/443,5900",has-known-vulnerability pervasive-use
dell-update,business-systems,software-update,3,client-server,"tcp/80,21",able-to-transfer-file has-known-vulnerability pervasive-use
dell-wyse-device-manager,business-systems,management,1,client-server,tcp/80,pervasive-use
demonsaw,general-internet,file-sharing,3,client-server,tcp/dynamic,evasive-behavior able-to-transfer-file has-known-vulnerability
depositfiles,general-internet,file-sharing,3,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file pervasive-use
deskmetrics,general-internet,internet-utility,1,client-server,"tcp/80,443",evasive-behavior
desknets,networking,remote-access,1,client-server,tcp/52300,consume-big-bandwidth
deskshare,networking,remote-access,3,browser-based,tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability
desktop-central,business-systems,management,1,client-server,tcp/dynamic,has-known-vulnerability
desktoptwo,networking,remote-access,3,browser-based,"tcp/443,80,5222",evasive-behavior able-to-transfer-file pervasive-use
dfs,networking,ip-protocol,1,network-protocol,
dgp,networking,ip-protocol,1,network-protocol,
dhcp,networking,infrastructure,2,network-protocol,tcp/67 tcp/68 udp/67 udp/68,has-known-vulnerability pervasive-use
dhcpv6,networking,infrastructure,2,network-protocol,"udp/546,547",has-known-vulnerability pervasive-use
dhl-easylog,business-systems,general-business,1,client-server,tcp/2638,has-known-vulnerability
dialpad,collaboration,voip-video,4,client-server,"tcp/80,443,7060 udp/7060",consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability
diameter-base,business-systems,auth-service,1,client-server,tcp/3868,pervasive-use
diameter-over-sctp,business-systems,auth-service,1,client-server,pervasive-use
dicom,business-systems,general-business,3,client-server,"tcp/104,2761,2762,11112",able-to-transfer-file has-known-vulnerability pervasive-use
digg-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
diino,general-internet,file-sharing,4,client-server,"tcp/80, 443",evasive-behavior able-to-transfer-file has-known-vulnerability
dimdim,collaboration,internet-conferencing,3,browser-based,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability
dingtalk-base,collaboration,instant-messaging,1,client-server,tcp/443,able-to-transfer-file
dingtalk-file-transfer,collaboration,instant-messaging,1,client-server,"tcp/443,80",able-to-transfer-file
diodeo,media,photo-video,2,browser-based,tcp/1935,consume-big-bandwidth used-by-malware pervasive-use
directv,media,photo-video,2,browser-based,"tcp/80,443",consume-big-bandwidth has-known-vulnerability pervasive-use
discard,business-systems,management,1,client-server,tcp/9 udp/9,has-known-vulnerability
disco,business-systems,medical,1,browser-based,"tcp/80,443,8080",has-known-vulnerability
discord,collaboration,voip-video,2,client-server,"tcp/80,443 udp/dynamic",consume-big-bandwidth able-to-transfer-file
disneyplus,media,photo-video,3,browser-based,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
disqus,collaboration,web-posting,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
distcc,business-systems,general-business,1,client-server,tcp/3632,has-known-vulnerability
divshare,general-internet,file-sharing,4,browser-based,tcp/443 tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
dl-free,general-internet,file-sharing,5,browser-based,tcp/80,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
dlms,business-systems,ics-protocols,1,network-protocol,tcp/10000-60000,
dnf,business-systems,management,2,client-server,tcp/80,able-to-transfer-file has-known-vulnerability
dnp3-base,business-systems,ics-protocols,1,network-protocol,tcp/20000 udp/20000,has-known-vulnerability
dnp3-abort-file,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-assign-class,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-authenticate-file,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-close-file,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-cold-restart,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-confirm,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-delay-measurement,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-delete-file,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-direct-operate,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-direct-operate-no-resp,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-disable-unsolicited,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-enable-unsolicited,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze-at-time,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze-at-time-no-resp,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze-clear,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze-clear-no-resp,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-freeze-no-resp,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-get-file-information,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-initialize-application,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-initialize-data,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-open-file,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-operate,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-read,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-record-current-time,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-save-configuration,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-select,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-start-application,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-stop-application,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-unsolicited-message,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-warm-restart,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dnp3-write,business-systems,ics-protocols,1,network-protocol,tcp/20000,has-known-vulnerability
dns,networking,infrastructure,3,network-protocol,"tcp/53 udp/53,5353",used-by-malware has-known-vulnerability pervasive-use
dns-over-https,general-internet,internet-utility,3,browser-based,"tcp/80,443",used-by-malware has-known-vulnerability
dns-over-tls,general-internet,internet-utility,1,browser-based,tcp/853,
dnscrypt,networking,infrastructure,1,client-server,"tcp/443 udp/53,443",
dobimigrate,business-systems,storage-backup,2,client-server,"tcp/1970,1971",consume-big-bandwidth able-to-transfer-file
dochub-base,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
dochub-uploading,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
docsend,general-internet,file-sharing,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
docstoc-base,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
docstoc-uploading,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
docusign-base,business-systems,office-programs,3,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability pervasive-use
docusign-consumer-access,business-systems,office-programs,1,browser-based,"tcp/443,80",has-known-vulnerability
docusign-downloading,business-systems,office-programs,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
docusign-editing,business-systems,office-programs,1,browser-based,"tcp/443,80",has-known-vulnerability
docusign-enterprise-access,business-systems,office-programs,1,browser-based,"tcp/443,80",has-known-vulnerability
docusign-uploading,business-systems,office-programs,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
docuware,business-systems,management,1,client-server,"tcp/9000,9001",
dontcensorme,networking,proxy,4,browser-based,tcp/80,evasive-behavior able-to-transfer-file has-known-vulnerability
doof,media,gaming,2,browser-based,tcp/dynamic,has-known-vulnerability pervasive-use
doshow,collaboration,instant-messaging,2,client-server,"tcp/80,10010,20000 udp/dynamic",consume-big-bandwidth has-known-vulnerability pervasive-use
dostupest,networking,proxy,4,browser-based,tcp/80,evasive-behavior used-by-malware has-known-vulnerability
dotmac,business-systems,storage-backup,3,client-server,"tcp/80,443,dynamic",evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
dotvpn,networking,encrypted-tunnel,2,browser-based,tcp/443,evasive-behavior able-to-transfer-file
double-take-availability,business-systems,management,3,client-server,"tcp/80,6320,6325",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
draugiem,collaboration,social-networking,3,browser-based,"tcp/80, 443,18000-19000",able-to-transfer-file has-known-vulnerability pervasive-use
draw.io-base,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
draw.io-cloud,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
drivehq,business-systems,storage-backup,4,client-server,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
droidvpn,networking,encrypted-tunnel,5,client-server,icmp/dynamic tcp/dynamic udp/dynamic,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
drop.io,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
dropboks,general-internet,file-sharing,4,browser-based,tcp/443,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
dropbox-base,general-internet,file-sharing,4,client-server,tcp/17500 tcp/443 tcp/80 udp/17500,evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
dropbox-downloading,general-internet,file-sharing,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
dropbox-editing,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
dropbox-lansync-discovery,general-internet,file-sharing,1,client-server,udp/17500,
dropbox-paper,collaboration,web-posting,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
dropbox-posting,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
dropbox-sharing,general-internet,file-sharing,1,client-server,"tcp/80,443",has-known-vulnerability
dropbox-uploading,general-internet,file-sharing,3,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
